type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
nom;A1;Familie;das Alter;âge;age;Sein Alter kenne ich nicht.;Je ne connais pas son âge.;I don't know his age.
nom;A1;Familie;der Freund;ami;friend;Mein Freund hilft mir oft.;Mon ami m'aide souvent.;My friend often helps me.
nom;A1;Familie;die Freundin;amie;friend (female);Meine Freundin wohnt nebenan.;Mon amie habite à côté.;My friend lives next door.
nom;A1;Familie;der Nachbar;voisin;neighbor;Unser Nachbar ist sehr freundlich.;Notre voisin est très gentil.;Our neighbor is very friendly.
nom;A1;Familie;der Junge;garçon;boy;Der Junge spielt Fußball.;Le garçon joue au football.;The boy is playing soccer.
nom;A1;Familie;das Mädchen;fille (enfant);girl;Das Mädchen singt schön.;La fille chante bien.;The girl sings beautifully.
nom;A1;Familie;die Person;personne;person;Diese Person kenne ich nicht.;Je ne connais pas cette personne.;I don't know this person.
nom;A1;Familie;das Baby;bébé;baby;Das Baby schläft jetzt.;Le bébé dort maintenant.;The baby is sleeping now.
nom;A1;Familie;die Dame;la dame;lady;Eine ältere Dame fragte nach dem Weg.;Une dame âgée a demandé son chemin.;An elderly lady asked for directions.
nom;A2;Familie;der Großvater;grand-père;grandfather;Mein Großvater erzählt gern Geschichten.;Mon grand-père aime raconter des histoires.;My grandfather likes to tell stories.
nom;A2;Familie;die Großmutter;grand-mère;grandmother;Meine Großmutter backt jeden Sonntag Kuchen.;Ma grand-mère fait un gâteau tous les dimanches.;My grandmother bakes a cake every Sunday.
nom;A2;Familie;der Onkel;oncle;uncle;Mein Onkel wohnt in der Schweiz.;Mon oncle habite en Suisse.;My uncle lives in Switzerland.
nom;A2;Familie;die Tante;tante;aunt;Meine Tante besucht uns im Sommer.;Ma tante nous rend visite en été.;My aunt visits us in the summer.
nom;A2;Familie;der Ehemann;mari;husband;Ihr Ehemann arbeitet als Ingenieur.;Son mari travaille comme ingénieur.;Her husband works as an engineer.
nom;A2;Familie;die Ehefrau;épouse;wife;Seine Ehefrau ist Ärztin.;Sa femme est médecin.;His wife is a doctor.
nom;A2;Familie;der Zwilling;jumeau;twin;Die Zwillinge sehen sich sehr ähnlich.;Les jumeaux se ressemblent beaucoup.;The twins look very similar.
nom;A2;Familie;der Enkel;petit-fils;grandson;Mein Enkel ist erst drei Jahre alt.;Mon petit-fils n'a que trois ans.;My grandson is only three years old.
nom;A2;Familie;die Enkelin;petite-fille;granddaughter;Meine Enkelin lernt gerade laufen.;Ma petite-fille apprend à marcher.;My granddaughter is learning to walk.
nom;A2;Familie;die Schwiegermutter;belle-mère;mother-in-law;Meine Schwiegermutter kommt zu Besuch.;Ma belle-mère vient nous rendre visite.;My mother-in-law is coming to visit.
nom;A2;Familie;der Schwiegervater;beau-père;father-in-law;Mein Schwiegervater hilft mir im Garten.;Mon beau-père m'aide dans le jardin.;My father-in-law helps me in the garden.
nom;A2;Familie;der Verwandte;parent (famille);relative;Dieser Verwandte lebt in Kanada.;Ce parent vit au Canada.;This relative lives in Canada.
nom;A2;Familie;der Familienstand;situation familiale;marital status;Wie ist dein Familienstand?;Quelle est ta situation familiale ?;What is your marital status?
nom;A2;Familie;die Beziehung;relation;relationship;Unsere Beziehung ist sehr eng.;Notre relation est très étroite.;Our relationship is very close.
nom;A2;Familie;die Ehe;mariage (institution);marriage;Ihre Ehe dauert schon zwanzig Jahre.;Leur mariage dure déjà depuis vingt ans.;Their marriage has already lasted twenty years.
nom;A2;Familie;der Besuch;visite;visit;Heute Abend bekommen wir Besuch.;Ce soir, nous recevons de la visite.;We're having visitors this evening.
nom;A2;Familie;der Jugendliche;adolescent, jeune;teenager, young person;Viele Jugendliche treffen sich im Park.;Beaucoup de jeunes se retrouvent au parc.;Many young people meet in the park.
nom;A2;Familie;der Partner;partenaire, compagnon;partner;Sie sucht einen Partner für das Projekt.;Elle cherche un partenaire pour le projet.;She's looking for a partner for the project.
nom;A2;Familie;der Bekannte;connaissance (personne);acquaintance;Ein Bekannter hat mir die Wohnung gezeigt.;Une connaissance m'a montré l'appartement.;An acquaintance showed me the flat.
nom;A2;Familie;der Ehepartner;conjoint;spouse;Der Ehepartner muss auch unterschreiben.;Le conjoint doit signer aussi.;The spouse must sign as well.
nom;A2;Familie;die Großeltern;grands-parents;grandparents;Meine Großeltern wohnen auf dem Land.;Mes grands-parents habitent à la campagne.;My grandparents live in the countryside.
nom;B1;Familie;der Cousin;cousin;cousin;Mein Cousin lebt seit Jahren in Berlin.;Mon cousin vit à Berlin depuis des années.;My cousin has lived in Berlin for years.
nom;B1;Familie;die Cousine;cousine;cousin (female);Meine Cousine studiert Medizin.;Ma cousine étudie la médecine.;My cousin (female) is studying medicine.
nom;B1;Familie;der Schwiegersohn;gendre;son-in-law;Ihr Schwiegersohn arbeitet als Anwalt.;Son gendre travaille comme avocat.;Her son-in-law works as a lawyer.
nom;B1;Familie;die Schwiegertochter;belle-fille;daughter-in-law;Seine Schwiegertochter kommt aus Spanien.;Sa belle-fille vient d'Espagne.;His daughter-in-law is from Spain.
nom;B1;Familie;die Erziehung;éducation (parentale);upbringing;Die Erziehung der Kinder ist nicht immer einfach.;L'éducation des enfants n'est pas toujours facile.;Raising children is not always easy.
nom;B1;Familie;die Generation;génération;generation;Drei Generationen leben unter einem Dach.;Trois générations vivent sous un même toit.;Three generations live under one roof.
nom;B1;Familie;die Vormundschaft;tutelle;guardianship;Nach der Scheidung übernahm sie die Vormundschaft.;Après le divorce, elle a obtenu la tutelle.;After the divorce, she took on guardianship.
nom;B1;Familie;die Trennung;séparation;separation;Die Trennung war für beide sehr schmerzhaft.;La séparation a été très douloureuse pour les deux.;The separation was very painful for both of them.
nom;B1;Familie;der Patenonkel;parrain;godfather;Mein Patenonkel schenkt mir jedes Jahr ein Buch.;Mon parrain m'offre un livre chaque année.;My godfather gives me a book every year.
nom;B1;Familie;die Patentante;marraine;godmother;Meine Patentante wohnt weit weg.;Ma marraine habite loin.;My godmother lives far away.
nom;B1;Familie;das Sorgerecht;garde d'enfant (droit);custody;Das Gericht entschied über das Sorgerecht.;Le tribunal a statué sur la garde des enfants.;The court decided on custody.
nom;B1;Familie;die Witwe;la veuve;widow;Sie ist seit zehn Jahren Witwe.;Elle est veuve depuis dix ans.;She has been a widow for ten years.
nom;B1;Familie;die Waise;l'orphelin, l'orpheline;orphan;Er wurde mit zehn Jahren Waise.;Il est devenu orphelin à dix ans.;He became an orphan at ten.
nom;B1;Familie;das Elterngeld;allocation parentale;parental allowance;Während der Elternzeit bekommt man Elterngeld.;Pendant le congé parental, on reçoit une allocation parentale.;During parental leave you receive parental allowance.
nom;B1;Familie;die Elternzeit;congé parental;parental leave;Er nimmt sechs Monate Elternzeit.;Il prend six mois de congé parental.;He is taking six months of parental leave.
nom;B1;Familie;die Kinderbetreuung;garde d'enfants;childcare;Gute Kinderbetreuung ist für berufstätige Eltern wichtig.;Une bonne garde d'enfants est importante pour les parents qui travaillent.;Good childcare is important for working parents.
nom;B1;Familie;die Kindertagesstätte;crèche, garderie;daycare center;Unser Sohn geht seit einem Jahr in die Kindertagesstätte.;Notre fils va à la crèche depuis un an.;Our son has been going to daycare for a year.
nom;B1;Familie;der Lebensgefährte;compagnon (de vie);life partner;Ihr Lebensgefährte arbeitet als Architekt.;Son compagnon travaille comme architecte.;Her life partner works as an architect.
nom;B1;Familie;die Lebensgefährtin;compagne (de vie);life partner (female);Seine Lebensgefährtin kommt aus Italien.;Sa compagne vient d'Italie.;His life partner is from Italy.
nom;B1;Familie;der Mutterschutz;congé de maternité (protection);maternity protection;Sie ist seit Beginn ihrer Schwangerschaft im Mutterschutz.;Elle est en congé de maternité depuis le début de sa grossesse.;She has been on maternity leave since the start of her pregnancy.
nom;B1;Familie;die Krippe;crèche (pour bébés);nursery, crèche;Unser Baby geht seit Januar in die Krippe.;Notre bébé va à la crèche depuis janvier.;Our baby has been going to nursery since January.
nom;B1;Familie;der Nachwuchs;relève, jeunes talents;offspring, young talent;Der Verein sucht sportlichen Nachwuchs.;Le club recherche de jeunes talents sportifs.;The club is looking for young sporting talent.
nom;B1;Familie;der Angehörige;proche, membre de la famille;relative;Nur Angehörige dürfen ins Zimmer.;Seuls les proches peuvent entrer dans la chambre.;Only relatives may enter the room.
nom;B1;Familie;das Ehepaar;couple marié;married couple;Das Ehepaar wohnt seit dreißig Jahren hier.;Le couple habite ici depuis trente ans.;The married couple has lived here for thirty years.
nom;B1;Familie;der Erwachsene;adulte;adult;Der Kurs ist nur für Erwachsene.;Le cours est réservé aux adultes.;The course is for adults only.
nom;B1;Familie;die Geburt;naissance;birth;Nach der Geburt blieb sie eine Woche im Krankenhaus.;Après la naissance, elle est restée une semaine à l'hôpital.;After the birth she stayed in hospital for a week.
nom;B1;Familie;die Jugend;jeunesse;youth;In meiner Jugend habe ich viel Sport gemacht.;Dans ma jeunesse, j'ai fait beaucoup de sport.;In my youth I did a lot of sport.
nom;B1;Familie;die Kindheit;enfance;childhood;Ich hatte eine schöne Kindheit.;J'ai eu une belle enfance.;I had a lovely childhood.
nom;B1;Familie;der Neffe;neveu;nephew;Mein Neffe wird morgen zehn.;Mon neveu aura dix ans demain.;My nephew turns ten tomorrow.
nom;B1;Familie;die Nichte;nièce;niece;Meine Nichte studiert in Berlin.;Ma nièce fait ses études à Berlin.;My niece studies in Berlin.
nom;B1;Familie;die Oma;mamie, grand-mère;grandma;Am Sonntag besuchen wir Oma.;Dimanche, nous allons voir mamie.;On Sunday we're visiting grandma.
nom;B1;Familie;das Verhältnis;relation, rapport;relationship;Ich habe ein gutes Verhältnis zu meinen Eltern.;J'ai une bonne relation avec mes parents.;I have a good relationship with my parents.
nom;B1;Familie;der Senior;senior, personne âgée;senior citizen;Senioren zahlen die Hälfte.;Les seniors paient moitié prix.;Senior citizens pay half price.
nom;B1;Familie;der Bub;garçon;boy;Der Bub geht schon in die Schule.;Le garçon va déjà à l'école.;The boy already goes to school.
nom;B1;Familie;der Ehegatte;conjoint, époux;spouse;Der Ehegatte muss beim Termin dabei sein.;Le conjoint doit être présent au rendez-vous.;The spouse must attend the appointment.
nom;B1;Familie;der Kinderwagen;poussette, landau;pram, buggy;Der Kinderwagen passt nicht in den Lift.;La poussette ne rentre pas dans l'ascenseur.;The pram doesn't fit in the lift.
nom;B1;Familie;die Mama;maman;mum;Mama, wo sind meine Schuhe?;Maman, où sont mes chaussures ?;Mum, where are my shoes?
nom;B1;Familie;der Opa;papi, grand-père;grandpa;Opa erzählt gern alte Geschichten.;Papi aime raconter de vieilles histoires.;Grandpa likes telling old stories.
nom;B1;Familie;der Papa;papa;dad;Papa holt uns um fünf ab.;Papa vient nous chercher à cinq heures.;Dad is picking us up at five.
nom;B2;Familie;der Halbbruder;demi-frère;half-brother;Mein Halbbruder lebt bei seinem Vater.;Mon demi-frère vit chez son père.;My half-brother lives with his father.
nom;B2;Familie;die Halbschwester;demi-sœur;half-sister;Meine Halbschwester besucht uns nur selten.;Ma demi-sœur nous rend rarement visite.;My half-sister rarely visits us.
nom;B2;Familie;der Vormund;tuteur légal;legal guardian;Nach dem Tod der Eltern wurde ein Vormund bestimmt.;Après la mort des parents, un tuteur légal a été désigné.;After the parents' death, a legal guardian was appointed.
nom;B2;Familie;die Verwandtschaft;parenté;relatives, kinship;Seine ganze Verwandtschaft kam zur Feier.;Toute sa parenté est venue à la fête.;His whole family came to the celebration.
nom;B2;Familie;die Patchworkfamilie;famille recomposée;blended family;Sie leben glücklich in einer Patchworkfamilie.;Ils vivent heureux dans une famille recomposée.;They live happily in a blended family.
nom;B2;Familie;die Erbschaft;héritage;inheritance;Die Erbschaft wurde unter den Geschwistern aufgeteilt.;L'héritage a été partagé entre les frères et sœurs.;The inheritance was divided among the siblings.
nom;B2;Familie;der Familienzusammenhalt;cohésion familiale;family cohesion;Der Familienzusammenhalt half ihnen in schweren Zeiten.;La cohésion familiale les a aidés dans les moments difficiles.;Family cohesion helped them through hard times.
nom;B2;Familie;der Stiefvater;beau-père (remariage);stepfather;Ihr Stiefvater kümmert sich liebevoll um sie.;Son beau-père s'occupe d'elle avec affection.;Her stepfather takes loving care of her.
nom;B2;Familie;die Stiefmutter;belle-mère (remariage);stepmother;Seine Stiefmutter behandelt ihn wie ihr eigenes Kind.;Sa belle-mère le traite comme son propre enfant.;His stepmother treats him like her own child.
nom;B2;Familie;die Erziehungsberechtigte;titulaire de l'autorité parentale;legal guardian;Die Erziehungsberechtigten müssen unterschreiben.;Les titulaires de l'autorité parentale doivent signer.;The legal guardians have to sign.
nom;B2;Familie;das Pflegekind;enfant placé;foster child;Sie nahmen ein Pflegekind auf.;Ils ont accueilli un enfant placé.;They took in a foster child.
nom;B2;Familie;die Adoption;adoption;adoption;Die Adoption dauerte fast drei Jahre.;L'adoption a pris près de trois ans.;The adoption took almost three years.
nom;B2;Familie;der Unterhalt;pension alimentaire;maintenance, child support;Der Vater zahlt Unterhalt für zwei Kinder.;Le père verse une pension pour deux enfants.;The father pays maintenance for two children.
nom;B2;Familie;die Scheidung;divorce;divorce;Nach der Scheidung zog sie zurück aufs Land.;Après le divorce, elle est retournée à la campagne.;After the divorce she moved back to the countryside.
nom;B2;Familie;der Nachkomme;descendant;descendant;Er hat keine direkten Nachkommen.;Il n'a pas de descendants directs.;He has no direct descendants.
nom;B2;Familie;der Vorfahre;ancêtre;ancestor;Ihre Vorfahren kamen aus Schlesien.;Ses ancêtres venaient de Silésie.;Her ancestors came from Silesia.
nom;B2;Familie;die Ahnentafel;arbre généalogique;family tree;Die Ahnentafel reicht bis 1750 zurück.;L'arbre généalogique remonte à 1750.;The family tree goes back to 1750.
nom;B2;Familie;der Taufpate;parrain de baptême;godfather;Sein Onkel wurde Taufpate.;Son oncle est devenu parrain.;His uncle became the godfather.
nom;B2;Familie;die Schwiegereltern;beaux-parents;parents-in-law;Die Schwiegereltern kommen über Ostern.;Les beaux-parents viennent pour Pâques.;The parents-in-law are coming over Easter.
nom;B2;Familie;der Schwager;beau-frère;brother-in-law;Mein Schwager arbeitet als Elektriker.;Mon beau-frère est électricien.;My brother-in-law works as an electrician.
nom;B2;Familie;die Schwägerin;belle-sœur;sister-in-law;Meine Schwägerin hat den Betrieb übernommen.;Ma belle-sœur a repris l'entreprise.;My sister-in-law took over the business.
nom;A1;Berufe;der Lehrer;enseignant;teacher;Der Lehrer erklärt die Grammatik.;L'enseignant explique la grammaire.;The teacher explains the grammar.
nom;A1;Berufe;die Ärztin;médecin (fém.);doctor (female);Die Ärztin untersucht den Patienten.;La médecin examine le patient.;The doctor examines the patient.
nom;A1;Berufe;der Koch;cuisinier;cook;Der Koch kocht ein leckeres Essen.;Le cuisinier prépare un bon repas.;The cook is preparing a delicious meal.
nom;A1;Berufe;die Verkäuferin;vendeuse;saleswoman;Die Verkäuferin arbeitet im Geschäft.;La vendeuse travaille dans le magasin.;The saleswoman works in the store.
nom;A1;Berufe;der Polizist;policier;police officer;Der Polizist hilft den Leuten.;Le policier aide les gens.;The police officer helps people.
nom;A1;Berufe;der Kellner;serveur;waiter;Der Kellner bringt das Essen.;Le serveur apporte le repas.;The waiter brings the food.
nom;A1;Berufe;der Friseur;coiffeur;hairdresser;Der Friseur schneidet mir die Haare.;Le coiffeur me coupe les cheveux.;The hairdresser cuts my hair.
nom;A1;Berufe;der Student;étudiant;student;Der Student lernt für die Prüfung.;L'étudiant étudie pour l'examen.;The student is studying for the exam.
nom;A1;Berufe;der Schüler;élève;pupil;Der Schüler macht seine Hausaufgaben.;L'élève fait ses devoirs.;The pupil is doing his homework.
nom;A1;Berufe;der Chef;patron;boss;Mein Chef ist sehr streng.;Mon patron est très strict.;My boss is very strict.
nom;A1;Berufe;der Kollege;collègue;colleague;Mein Kollege sitzt neben mir.;Mon collègue est assis à côté de moi.;My colleague sits next to me.
nom;A1;Berufe;der Bäcker;boulanger;baker;Der Bäcker backt frisches Brot.;Le boulanger cuit du pain frais.;The baker bakes fresh bread.
nom;A1;Berufe;der Fahrer;conducteur;driver;Der Fahrer fährt sehr vorsichtig.;Le conducteur conduit très prudemment.;The driver drives very carefully.
nom;A1;Berufe;der Beruf;métier;profession;Was ist dein Beruf?;Quel est ton métier ?;What is your profession?
nom;A2;Berufe;der Ingenieur;ingénieur;engineer;Der Ingenieur plant die neue Brücke.;L'ingénieur planifie le nouveau pont.;The engineer is planning the new bridge.
nom;A2;Berufe;die Krankenschwester;infirmière;nurse;Die Krankenschwester kümmert sich um die Patienten.;L'infirmière s'occupe des patients.;The nurse takes care of the patients.
nom;A2;Berufe;der Polizist;policier;police officer;Der Polizist kontrolliert die Ausweise.;Le policier contrôle les pièces d'identité.;The police officer checks the IDs.
nom;A2;Berufe;die Sekretärin;secrétaire;secretary;Die Sekretärin beantwortet das Telefon.;La secrétaire répond au téléphone.;The secretary answers the phone.
nom;A2;Berufe;der Bauer;agriculteur;farmer;Der Bauer arbeitet früh am Morgen.;L'agriculteur travaille tôt le matin.;The farmer works early in the morning.
nom;A2;Berufe;der Pilot;pilote;pilot;Der Pilot fliegt nach New York.;Le pilote pilote un vol pour New York.;The pilot is flying to New York.
nom;A2;Berufe;der Zahnarzt;dentiste;dentist;Der Zahnarzt untersucht meine Zähne.;Le dentiste examine mes dents.;The dentist examines my teeth.
nom;A2;Berufe;der Tierarzt;vétérinaire;veterinarian;Der Tierarzt behandelt kranke Tiere.;Le vétérinaire soigne les animaux malades.;The veterinarian treats sick animals.
nom;A2;Berufe;der Klempner;plombier;plumber;Der Klempner repariert die Leitung.;Le plombier répare la tuyauterie.;The plumber is fixing the pipe.
nom;A2;Berufe;der Fotograf;photographe;photographer;Der Fotograf macht schöne Bilder.;Le photographe prend de belles photos.;The photographer takes beautiful pictures.
nom;A2;Berufe;der Musiker;musicien;musician;Der Musiker übt jeden Tag.;Le musicien s'exerce tous les jours.;The musician practices every day.
nom;A2;Berufe;der Schauspieler;acteur;actor;Der Schauspieler spielt eine Hauptrolle.;L'acteur joue un rôle principal.;The actor plays a leading role.
nom;A2;Berufe;der Programmierer;programmeur;programmer;Der Programmierer schreibt neuen Code.;Le programmeur écrit du nouveau code.;The programmer writes new code.
nom;A2;Berufe;der Dieb;le voleur;thief;Der Dieb wurde schnell gefasst.;Le voleur a été vite arrêté.;The thief was caught quickly.
nom;A2;Berufe;der Krankenpfleger;infirmier;nurse;Mein Bruder arbeitet als Krankenpfleger.;Mon frère travaille comme infirmier.;My brother works as a nurse.
nom;A2;Berufe;der Rentner;retraité;pensioner;Mein Nachbar ist seit einem Jahr Rentner.;Mon voisin est retraité depuis un an.;My neighbour has been a pensioner for a year.
nom;A2;Berufe;der Verkäufer;vendeur;shop assistant;Der Verkäufer war sehr freundlich.;Le vendeur était très aimable.;The shop assistant was very friendly.
nom;A2;Berufe;der Autor;auteur;author;Wer ist der Autor dieses Buches?;Qui est l'auteur de ce livre ?;Who is the author of this book?
nom;A2;Berufe;der Babysitter;baby-sitter;babysitter;Am Samstag kommt ein Babysitter.;Samedi, un baby-sitter vient.;A babysitter is coming on Saturday.
nom;A2;Berufe;die Chefin;cheffe, patronne;boss (female);Meine Chefin ist heute nicht im Büro.;Ma cheffe n'est pas au bureau aujourd'hui.;My boss isn't in the office today.
nom;A2;Berufe;der Hausmann;homme au foyer;househusband;Mein Nachbar ist Hausmann.;Mon voisin est homme au foyer.;My neighbour is a househusband.
nom;A2;Berufe;der Mechaniker;mécanicien;mechanic;Der Mechaniker repariert mein Auto.;Le mécanicien répare ma voiture.;The mechanic is repairing my car.
nom;A2;Berufe;die Rentnerin;retraitée;pensioner (female);Meine Mutter ist seit zwei Jahren Rentnerin.;Ma mère est retraitée depuis deux ans.;My mother has been a pensioner for two years.
nom;A2;Berufe;der Kaufmann;commerçant;businessman, merchant;Er ist Kaufmann im Einzelhandel.;Il est commerçant dans le commerce de détail.;He is a retail businessman.
nom;A2;Berufe;das Model;mannequin;model;Sie arbeitet als Model in Mailand.;Elle travaille comme mannequin à Milan.;She works as a model in Milan.
nom;A2;Berufe;der Techniker;technicien;technician;Der Techniker kommt morgen früh.;Le technicien vient demain matin.;The technician is coming tomorrow morning.
nom;B1;Berufe;der Anwalt;avocat;lawyer;Der Anwalt vertritt seinen Mandanten vor Gericht.;L'avocat représente son client devant le tribunal.;The lawyer represents his client in court.
nom;B1;Berufe;die Journalistin;journaliste;journalist (female);Die Journalistin recherchiert seit Wochen zu diesem Thema.;La journaliste enquête sur ce sujet depuis des semaines.;The journalist has been researching this topic for weeks.
nom;B1;Berufe;der Elektriker;électricien;electrician;Der Elektriker repariert die kaputte Leitung.;L'électricien répare le câble défectueux.;The electrician is fixing the broken wire.
nom;B1;Berufe;die Architektin;architecte;architect (female);Die Architektin entwirft ein neues Bürogebäude.;L'architecte conçoit un nouvel immeuble de bureaux.;The architect is designing a new office building.
nom;B1;Berufe;der Berater;consultant;consultant;Der Berater gibt uns wertvolle Tipps.;Le consultant nous donne de précieux conseils.;The consultant gives us valuable advice.
nom;B1;Berufe;der Übersetzer;traducteur;translator;Der Übersetzer arbeitet an einem schwierigen Text.;Le traducteur travaille sur un texte difficile.;The translator is working on a difficult text.
nom;B1;Berufe;der Buchhalter;comptable;accountant;Der Buchhalter prüft die Jahresbilanz.;Le comptable vérifie le bilan annuel.;The accountant checks the annual balance sheet.
nom;B1;Berufe;der Handwerker;artisan;craftsman, tradesperson;Der Handwerker installiert die neue Küche.;L'artisan installe la nouvelle cuisine.;The tradesperson is installing the new kitchen.
nom;B1;Berufe;der Richter;juge;judge;Der Richter verkündet das Urteil.;Le juge prononce le verdict.;The judge announces the verdict.
nom;B1;Berufe;die Ausbildung;formation professionnelle;vocational training;Nach der Ausbildung fand sie sofort eine Stelle.;Après sa formation, elle a immédiatement trouvé un poste.;After her training, she immediately found a job.
nom;B1;Berufe;die Fachkraft;travailleur qualifié;skilled worker;In dieser Branche fehlt es an Fachkräften.;Ce secteur manque de main-d'œuvre qualifiée.;This industry lacks skilled workers.
nom;B1;Berufe;die Hebamme;la sage-femme;midwife;Die Hebamme kam um drei Uhr nachts.;La sage-femme est arrivée à trois heures du matin.;The midwife arrived at three in the morning.
nom;B1;Berufe;der Soldat;le soldat;soldier;Sein Großvater war Soldat.;Son grand-père était soldat.;His grandfather was a soldier.
nom;B1;Berufe;der Wirt;l'aubergiste, le patron;innkeeper, landlord;Der Wirt bringt uns noch ein Bier.;Le patron nous apporte encore une bière.;The landlord brings us another beer.
nom;B1;Berufe;der Meister;le maître, le champion;master, champion;Er ist Meister in seinem Handwerk.;Il est maître dans son métier.;He is a master of his craft.
nom;B1;Berufe;der Händler;commerçant, marchand;dealer, merchant;Der Händler verkauft frisches Obst auf dem Markt.;Le commerçant vend des fruits frais au marché.;The merchant sells fresh fruit at the market.
nom;B1;Berufe;der Rechtsanwalt;avocat;lawyer;Mein Rechtsanwalt hat mir bei dem Vertrag geholfen.;Mon avocat m'a aidé avec le contrat.;My lawyer helped me with the contract.
nom;B1;Berufe;die Rechtsanwältin;avocate;lawyer (female);Die Rechtsanwältin vertritt meine Interessen vor Gericht.;L'avocate représente mes intérêts devant le tribunal.;The lawyer represents my interests in court.
nom;B1;Berufe;der Ernährungsberater;conseiller en nutrition;nutrition counselor;Der Ernährungsberater hat mir einen neuen Speiseplan erstellt.;Le conseiller en nutrition m'a préparé un nouveau plan de repas.;The nutrition counselor created a new meal plan for me.
nom;B1;Berufe;die Ernährungsberaterin;conseillère en nutrition;nutrition counselor (female);Die Ernährungsberaterin empfiehlt mehr Gemüse.;La conseillère en nutrition recommande plus de légumes.;The nutrition counselor recommends more vegetables.
nom;B1;Berufe;der Altenpfleger;soignant pour personnes âgées;elderly caregiver;Mein Onkel arbeitet als Altenpfleger.;Mon oncle travaille comme soignant pour personnes âgées.;My uncle works as an elderly caregiver.
nom;B1;Berufe;die Altenpflegerin;soignante pour personnes âgées;elderly caregiver (female);Die Altenpflegerin kümmert sich um zehn Bewohner.;La soignante s'occupe de dix résidents.;The caregiver looks after ten residents.
nom;B1;Berufe;der Arzthelfer;assistant médical;medical assistant;Der Arzthelfer misst zuerst den Blutdruck.;L'assistant médical mesure d'abord la tension.;The medical assistant measures blood pressure first.
nom;B1;Berufe;die Arzthelferin;assistante médicale;medical assistant (female);Die Arzthelferin ruft die Patienten auf.;L'assistante médicale appelle les patients.; The medical assistant calls the patients in.
nom;B1;Berufe;der Physiotherapeut;physiothérapeute;physiotherapist;Der Physiotherapeut hilft ihr beim Gehen.;Le physiothérapeute l'aide à marcher.;The physiotherapist helps her walk.
nom;B1;Berufe;die Physiotherapeutin;physiothérapeute (femme);physiotherapist (female);Die Physiotherapeutin massiert seinen Rücken.;La physiothérapeute lui masse le dos.;The physiotherapist massages his back.
nom;B1;Berufe;die Bäuerin;agricultrice;farmer (female);Die Bäuerin kümmert sich um die Kühe.;L'agricultrice s'occupe des vaches.;The farmer takes care of the cows.
nom;B1;Berufe;der Experte;expert;expert;Ein Experte hat den Schaden am Dach untersucht.;Un expert a examiné les dégâts au toit.;An expert examined the damage to the roof.
nom;B1;Berufe;die Expertin;experte;expert (female);Die Expertin erklärte die Ursachen des Klimawandels.;L'experte a expliqué les causes du changement climatique.;The expert explained the causes of climate change.
nom;B1;Berufe;der Wissenschaftler;scientifique;scientist;Ein Wissenschaftler erklärte die Ergebnisse der Studie.;Un scientifique a expliqué les résultats de l'étude.;A scientist explained the results of the study.
nom;B1;Berufe;die Künstlerin;artiste (femme);artist (female);Die Künstlerin malt vor allem Landschaften.;L'artiste peint surtout des paysages.;The artist mainly paints landscapes.
